invoice_number,sale_date,sale_type,salesperson,customer,product,material_type,quantity,price
INV-03190,2024-11-21,cash,Forum Dhaliwal,"Dey, Misra and Walla Retailers",Polyester Sheet,polyester,11,150
INV-03191,2024-02-17,cash,Rehaan Chada,"Karan, Gandhi and Madan Textiles",Nylon Fabric,nylon,5,180
INV-03191,2024-02-17,cash,Rehaan Chada,"Karan, Gandhi and Madan Textiles",Yarn Roll,yarn,7,90
INV-03192,2024-05-21,credit,Gopal Vaidya,Bhardwaj-Balasubramanian Enterprises,Cotton Fabric,cotton,7,120
INV-03192,2024-05-21,credit,Gopal Vaidya,Bhardwaj-Balasubramanian Enterprises,Polyester Sheet,polyester,20,150
INV-03192,2024-05-21,credit,Gopal Vaidya,Bhardwaj-Balasubramanian Enterprises,Nylon Fabric,nylon,19,180
INV-03193,2025-02-23,cash,Theodore Misra,"Swaminathan, Dass and Sandhu Distributors",Yarn Roll,yarn,2,90
INV-03193,2025-02-23,cash,Theodore Misra,"Swaminathan, Dass and Sandhu Distributors",Silk Fabric,silk,3,350
INV-03193,2025-02-23,cash,Theodore Misra,"Swaminathan, Dass and Sandhu Distributors",Yarn Roll,yarn,17,90
INV-03193,2025-02-23,cash,Theodore Misra,"Swaminathan, Dass and Sandhu Distributors",Cotton Fabric,cotton,9,120
INV-03194,2024-02-10,cash,Inaya Banik,"Amble, Nadig and Dhaliwal Textiles",Nylon Fabric,nylon,18,180
INV-03194,2024-02-10,cash,Inaya Banik,"Amble, Nadig and Dhaliwal Textiles",Yarn Roll,yarn,11,90
INV-03194,2024-02-10,cash,Inaya Banik,"Amble, Nadig and Dhaliwal Textiles",Cotton Fabric,cotton,4,120
INV-03194,2024-02-10,cash,Inaya Banik,"Amble, Nadig and Dhaliwal Textiles",Cotton Fabric,cotton,18,120
INV-03195,2025-02-17,cash,Ronith Mahal,"Borra, Aggarwal and Prakash Mart",Wool Fabric,wool,7,200
INV-03195,2025-02-17,cash,Ronith Mahal,"Borra, Aggarwal and Prakash Mart",Polyester Sheet,polyester,4,150
INV-03196,2025-06-30,credit,Yashodhara Sahni,"Saha, Dutt and Dua Textiles",Silk Fabric,silk,24,350
INV-03196,2025-06-30,credit,Yashodhara Sahni,"Saha, Dutt and Dua Textiles",Silk Fabric,silk,10,350
INV-03197,2026-01-08,credit,Vasana Bera,Barman-Suri Mart,Cotton Fabric,cotton,17,120
INV-03197,2026-01-08,credit,Vasana Bera,Barman-Suri Mart,Cotton Fabric,cotton,6,120
INV-03197,2026-01-08,credit,Vasana Bera,Barman-Suri Mart,Cotton Fabric,cotton,17,120
INV-03197,2026-01-08,credit,Vasana Bera,Barman-Suri Mart,Silk Fabric,silk,25,350
INV-03198,2024-08-26,cash,Rehaan Chada,Seth and Sons Fabrics,Wool Fabric,wool,3,200
INV-03198,2024-08-26,cash,Rehaan Chada,Seth and Sons Fabrics,Silk Fabric,silk,14,350
INV-03199,2024-09-18,cash,Raksha Kapadia,Nigam-Deep Distributors,Cotton Fabric,cotton,10,120
INV-03199,2024-09-18,cash,Raksha Kapadia,Nigam-Deep Distributors,Polyester Sheet,polyester,8,150
INV-03200,2024-09-03,cash,Kashvi Vohra,Rattan-Dutt Textiles,Yarn Roll,yarn,12,90
INV-03200,2024-09-03,cash,Kashvi Vohra,Rattan-Dutt Textiles,Silk Fabric,silk,2,350
INV-03200,2024-09-03,cash,Kashvi Vohra,Rattan-Dutt Textiles,Wool Fabric,wool,13,200
INV-03200,2024-09-03,cash,Kashvi Vohra,Rattan-Dutt Textiles,Wool Fabric,wool,17,200
INV-03201,2025-11-20,cash,Rehaan Chada,"Dass, Devan and Bakshi Enterprises",Polyester Sheet,polyester,5,150
INV-03201,2025-11-20,cash,Rehaan Chada,"Dass, Devan and Bakshi Enterprises",Nylon Fabric,nylon,11,180
INV-03202,2024-12-30,cash,Theodore Misra,Kanda-Deshmukh Retailers,Nylon Fabric,nylon,9,180
INV-03202,2024-12-30,cash,Theodore Misra,Kanda-Deshmukh Retailers,Yarn Roll,yarn,18,90
INV-03202,2024-12-30,cash,Theodore Misra,Kanda-Deshmukh Retailers,Polyester Sheet,polyester,1,150
INV-03203,2025-10-23,credit,Patrick Bala,Bakshi Group Enterprises,Yarn Roll,yarn,10,90
INV-03203,2025-10-23,credit,Patrick Bala,Bakshi Group Enterprises,Wool Fabric,wool,25,200
INV-03204,2024-02-08,cash,Yashodhara Sahni,Dasgupta PLC Textiles,Nylon Fabric,nylon,20,180
INV-03204,2024-02-08,cash,Yashodhara Sahni,Dasgupta PLC Textiles,Nylon Fabric,nylon,12,180
INV-03204,2024-02-08,cash,Yashodhara Sahni,Dasgupta PLC Textiles,Nylon Fabric,nylon,5,180
INV-03205,2025-08-08,credit,Samarth Ratta,Hans and Sons Fabrics,Yarn Roll,yarn,2,90
INV-03205,2025-08-08,credit,Samarth Ratta,Hans and Sons Fabrics,Silk Fabric,silk,2,350
INV-03205,2025-08-08,credit,Samarth Ratta,Hans and Sons Fabrics,Cotton Fabric,cotton,12,120
INV-03206,2026-09-08,credit,Faris Dugar,Kurian Inc Distributors,Cotton Fabric,cotton,20,120
INV-03206,2026-09-08,credit,Faris Dugar,Kurian Inc Distributors,Cotton Fabric,cotton,25,120
INV-03206,2026-09-08,credit,Faris Dugar,Kurian Inc Distributors,Wool Fabric,wool,21,200
INV-03206,2026-09-08,credit,Faris Dugar,Kurian Inc Distributors,Wool Fabric,wool,18,200
INV-03207,2025-07-30,credit,Faris Dugar,Manne-Guha Stores,Yarn Roll,yarn,18,90
INV-03207,2025-07-30,credit,Faris Dugar,Manne-Guha Stores,Cotton Fabric,cotton,16,120
INV-03208,2026-04-02,cash,Lakshit Nath,"Lad, Nori and Srinivas Mart",Nylon Fabric,nylon,11,180
INV-03208,2026-04-02,cash,Lakshit Nath,"Lad, Nori and Srinivas Mart",Cotton Fabric,cotton,15,120
INV-03208,2026-04-02,cash,Lakshit Nath,"Lad, Nori and Srinivas Mart",Cotton Fabric,cotton,14,120
INV-03209,2024-05-15,cash,Inaya Banik,"Bhandari, Sandhu and Nagi Enterprises",Silk Fabric,silk,8,350
INV-03209,2024-05-15,cash,Inaya Banik,"Bhandari, Sandhu and Nagi Enterprises",Nylon Fabric,nylon,21,180
INV-03209,2024-05-15,cash,Inaya Banik,"Bhandari, Sandhu and Nagi Enterprises",Nylon Fabric,nylon,15,180
INV-03210,2024-12-19,cash,Patrick Bala,Banerjee and Sons Distributors,Nylon Fabric,nylon,25,180
INV-03210,2024-12-19,cash,Patrick Bala,Banerjee and Sons Distributors,Cotton Fabric,cotton,25,120
INV-03211,2026-02-24,credit,Irya Naik,"Shankar, Kannan and Setty Traders",Nylon Fabric,nylon,8,180
INV-03211,2026-02-24,credit,Irya Naik,"Shankar, Kannan and Setty Traders",Silk Fabric,silk,13,350
INV-03211,2026-02-24,credit,Irya Naik,"Shankar, Kannan and Setty Traders",Cotton Fabric,cotton,21,120
INV-03212,2026-12-16,cash,Urmi Gandhi,Kata LLC Distributors,Nylon Fabric,nylon,10,180
INV-03212,2026-12-16,cash,Urmi Gandhi,Kata LLC Distributors,Silk Fabric,silk,21,350
INV-03213,2026-03-20,credit,Faris Dugar,Dara-Majumdar Mart,Silk Fabric,silk,12,350
INV-03213,2026-03-20,credit,Faris Dugar,Dara-Majumdar Mart,Wool Fabric,wool,7,200
INV-03213,2026-03-20,credit,Faris Dugar,Dara-Majumdar Mart,Yarn Roll,yarn,3,90
INV-03213,2026-03-20,credit,Faris Dugar,Dara-Majumdar Mart,Yarn Roll,yarn,20,90
INV-03214,2025-06-28,cash,Kashvi Vohra,"Nori, Ratta and Mistry Distributors",Yarn Roll,yarn,10,90
INV-03214,2025-06-28,cash,Kashvi Vohra,"Nori, Ratta and Mistry Distributors",Nylon Fabric,nylon,2,180
INV-03214,2025-06-28,cash,Kashvi Vohra,"Nori, Ratta and Mistry Distributors",Yarn Roll,yarn,7,90
INV-03215,2026-09-29,cash,Ronith Mahal,Yohannan-Ramaswamy Retailers,Yarn Roll,yarn,9,90
INV-03215,2026-09-29,cash,Ronith Mahal,Yohannan-Ramaswamy Retailers,Polyester Sheet,polyester,25,150
INV-03216,2024-09-06,cash,Raksha Kapadia,Barman-Suri Mart,Yarn Roll,yarn,17,90
INV-03216,2024-09-06,cash,Raksha Kapadia,Barman-Suri Mart,Polyester Sheet,polyester,24,150
INV-03216,2024-09-06,cash,Raksha Kapadia,Barman-Suri Mart,Wool Fabric,wool,9,200
INV-03217,2025-11-29,cash,Hitesh Kala,Bandi-Suri Distributors,Silk Fabric,silk,8,350
INV-03217,2025-11-29,cash,Hitesh Kala,Bandi-Suri Distributors,Yarn Roll,yarn,2,90
INV-03217,2025-11-29,cash,Hitesh Kala,Bandi-Suri Distributors,Silk Fabric,silk,1,350
INV-03217,2025-11-29,cash,Hitesh Kala,Bandi-Suri Distributors,Polyester Sheet,polyester,9,150
INV-03218,2026-05-07,credit,Theodore Misra,"Guha, Bajwa and Bawa Enterprises",Nylon Fabric,nylon,25,180
INV-03218,2026-05-07,credit,Theodore Misra,"Guha, Bajwa and Bawa Enterprises",Cotton Fabric,cotton,25,120
INV-03219,2025-01-09,credit,Faras Parmer,Sura PLC Distributors,Polyester Sheet,polyester,7,150
INV-03219,2025-01-09,credit,Faras Parmer,Sura PLC Distributors,Silk Fabric,silk,22,350
INV-03219,2025-01-09,credit,Faras Parmer,Sura PLC Distributors,Silk Fabric,silk,20,350
INV-03220,2026-06-11,cash,Gopal Vaidya,Babu Inc Traders,Polyester Sheet,polyester,2,150
INV-03220,2026-06-11,cash,Gopal Vaidya,Babu Inc Traders,Wool Fabric,wool,13,200
INV-03220,2026-06-11,cash,Gopal Vaidya,Babu Inc Traders,Silk Fabric,silk,14,350
INV-03220,2026-06-11,cash,Gopal Vaidya,Babu Inc Traders,Nylon Fabric,nylon,7,180
INV-03221,2025-03-30,cash,Raksha Kapadia,"Devan, Borra and Nigam Stores",Polyester Sheet,polyester,12,150
INV-03221,2025-03-30,cash,Raksha Kapadia,"Devan, Borra and Nigam Stores",Cotton Fabric,cotton,25,120
INV-03221,2025-03-30,cash,Raksha Kapadia,"Devan, Borra and Nigam Stores",Cotton Fabric,cotton,3,120
INV-03221,2025-03-30,cash,Raksha Kapadia,"Devan, Borra and Nigam Stores",Yarn Roll,yarn,14,90
INV-03222,2024-10-20,cash,Varenya Padmanabhan,Chanda Group Mart,Yarn Roll,yarn,5,90
INV-03222,2024-10-20,cash,Varenya Padmanabhan,Chanda Group Mart,Cotton Fabric,cotton,5,120
INV-03222,2024-10-20,cash,Varenya Padmanabhan,Chanda Group Mart,Silk Fabric,silk,10,350
INV-03223,2026-05-29,credit,Patrick Bala,"Loyal, Dara and Pathak Distributors",Cotton Fabric,cotton,9,120
INV-03223,2026-05-29,credit,Patrick Bala,"Loyal, Dara and Pathak Distributors",Yarn Roll,yarn,11,90
INV-03224,2025-03-19,cash,Urmi Gandhi,"Kohli, Naidu and Sharaf Stores",Polyester Sheet,polyester,23,150
INV-03224,2025-03-19,cash,Urmi Gandhi,"Kohli, Naidu and Sharaf Stores",Nylon Fabric,nylon,13,180
INV-03224,2025-03-19,cash,Urmi Gandhi,"Kohli, Naidu and Sharaf Stores",Wool Fabric,wool,20,200
INV-03224,2025-03-19,cash,Urmi Gandhi,"Kohli, Naidu and Sharaf Stores",Cotton Fabric,cotton,21,120
INV-03225,2026-10-16,cash,Irya Naik,Chokshi and Sons Mart,Wool Fabric,wool,15,200
INV-03225,2026-10-16,cash,Irya Naik,Chokshi and Sons Mart,Silk Fabric,silk,2,350
INV-03225,2026-10-16,cash,Irya Naik,Chokshi and Sons Mart,Polyester Sheet,polyester,15,150
INV-03226,2024-07-12,cash,Samarth Ratta,Sankar-Shetty Stores,Polyester Sheet,polyester,14,150
INV-03226,2024-07-12,cash,Samarth Ratta,Sankar-Shetty Stores,Polyester Sheet,polyester,7,150
INV-03226,2024-07-12,cash,Samarth Ratta,Sankar-Shetty Stores,Silk Fabric,silk,9,350
INV-03227,2024-03-24,credit,Hitesh Kala,Walla and Sons Mart,Cotton Fabric,cotton,23,120
INV-03227,2024-03-24,credit,Hitesh Kala,Walla and Sons Mart,Polyester Sheet,polyester,4,150
INV-03227,2024-03-24,credit,Hitesh Kala,Walla and Sons Mart,Silk Fabric,silk,8,350
INV-03228,2026-04-16,cash,Keya Rajagopal,Sagar Ltd Distributors,Yarn Roll,yarn,19,90
INV-03228,2026-04-16,cash,Keya Rajagopal,Sagar Ltd Distributors,Yarn Roll,yarn,18,90
INV-03229,2025-01-16,credit,Geetika Vig,Barman Ltd Retailers,Nylon Fabric,nylon,22,180
INV-03229,2025-01-16,credit,Geetika Vig,Barman Ltd Retailers,Cotton Fabric,cotton,6,120
INV-03229,2025-01-16,credit,Geetika Vig,Barman Ltd Retailers,Cotton Fabric,cotton,4,120
INV-03230,2026-03-10,cash,Keya Rajagopal,Dara-Mander Fabrics,Cotton Fabric,cotton,22,120
INV-03230,2026-03-10,cash,Keya Rajagopal,Dara-Mander Fabrics,Polyester Sheet,polyester,6,150
INV-03231,2025-04-28,cash,Patrick Bala,Nigam-Deep Distributors,Yarn Roll,yarn,14,90
INV-03231,2025-04-28,cash,Patrick Bala,Nigam-Deep Distributors,Yarn Roll,yarn,13,90
INV-03231,2025-04-28,cash,Patrick Bala,Nigam-Deep Distributors,Nylon Fabric,nylon,11,180
INV-03232,2024-10-09,credit,Ishaan Krish,"Natarajan, Thaker and Bhavsar Distributors",Wool Fabric,wool,14,200
INV-03232,2024-10-09,credit,Ishaan Krish,"Natarajan, Thaker and Bhavsar Distributors",Nylon Fabric,nylon,22,180
INV-03232,2024-10-09,credit,Ishaan Krish,"Natarajan, Thaker and Bhavsar Distributors",Polyester Sheet,polyester,10,150
INV-03233,2026-03-30,cash,Faris Dugar,"Badami, Subramanian and Warrior Distributors",Yarn Roll,yarn,6,90
INV-03233,2026-03-30,cash,Faris Dugar,"Badami, Subramanian and Warrior Distributors",Wool Fabric,wool,13,200
INV-03233,2026-03-30,cash,Faris Dugar,"Badami, Subramanian and Warrior Distributors",Silk Fabric,silk,14,350
INV-03233,2026-03-30,cash,Faris Dugar,"Badami, Subramanian and Warrior Distributors",Yarn Roll,yarn,12,90
INV-03234,2024-06-06,cash,Ishwar Patla,Radhakrishnan LLC Retailers,Polyester Sheet,polyester,1,150
INV-03234,2024-06-06,cash,Ishwar Patla,Radhakrishnan LLC Retailers,Yarn Roll,yarn,8,90
INV-03234,2024-06-06,cash,Ishwar Patla,Radhakrishnan LLC Retailers,Nylon Fabric,nylon,17,180
INV-03234,2024-06-06,cash,Ishwar Patla,Radhakrishnan LLC Retailers,Nylon Fabric,nylon,25,180
INV-03235,2025-01-05,credit,Ethan Das,Buch-Salvi Enterprises,Silk Fabric,silk,15,350
INV-03235,2025-01-05,credit,Ethan Das,Buch-Salvi Enterprises,Nylon Fabric,nylon,9,180
INV-03235,2025-01-05,credit,Ethan Das,Buch-Salvi Enterprises,Yarn Roll,yarn,3,90
INV-03235,2025-01-05,credit,Ethan Das,Buch-Salvi Enterprises,Cotton Fabric,cotton,18,120
INV-03236,2025-01-10,cash,Gopal Vaidya,"Tata, Venkatesh and Deep Stores",Silk Fabric,silk,13,350
INV-03236,2025-01-10,cash,Gopal Vaidya,"Tata, Venkatesh and Deep Stores",Silk Fabric,silk,2,350
INV-03237,2025-05-19,cash,Kashvi Vohra,Raju-Rastogi Traders,Wool Fabric,wool,9,200
INV-03237,2025-05-19,cash,Kashvi Vohra,Raju-Rastogi Traders,Cotton Fabric,cotton,3,120
INV-03237,2025-05-19,cash,Kashvi Vohra,Raju-Rastogi Traders,Wool Fabric,wool,1,200
INV-03238,2024-02-04,cash,Hitesh Kala,"Aurora, Verma and Chaudhry Textiles",Yarn Roll,yarn,14,90
INV-03238,2024-02-04,cash,Hitesh Kala,"Aurora, Verma and Chaudhry Textiles",Silk Fabric,silk,9,350
INV-03239,2024-09-05,cash,Faras Parmer,"Parikh, Natt and Kar Retailers",Nylon Fabric,nylon,2,180
INV-03239,2024-09-05,cash,Faras Parmer,"Parikh, Natt and Kar Retailers",Nylon Fabric,nylon,11,180
INV-03240,2026-08-24,credit,Hitesh Kala,Kapadia PLC Stores,Yarn Roll,yarn,18,90
INV-03240,2026-08-24,credit,Hitesh Kala,Kapadia PLC Stores,Wool Fabric,wool,2,200
INV-03241,2026-06-07,cash,Kashvi Vohra,"Ray, Bhakta and Tailor Textiles",Yarn Roll,yarn,13,90
INV-03241,2026-06-07,cash,Kashvi Vohra,"Ray, Bhakta and Tailor Textiles",Nylon Fabric,nylon,23,180
INV-03242,2025-05-29,cash,Geetika Vig,Nagar Ltd Textiles,Nylon Fabric,nylon,10,180
INV-03242,2025-05-29,cash,Geetika Vig,Nagar Ltd Textiles,Wool Fabric,wool,25,200
INV-03242,2025-05-29,cash,Geetika Vig,Nagar Ltd Textiles,Cotton Fabric,cotton,17,120
INV-03243,2025-04-26,cash,Faris Dugar,"Rao, Swamy and Raj Traders",Silk Fabric,silk,1,350
INV-03243,2025-04-26,cash,Faris Dugar,"Rao, Swamy and Raj Traders",Cotton Fabric,cotton,16,120
INV-03244,2026-08-26,credit,Ronith Mahal,Shankar PLC Enterprises,Wool Fabric,wool,16,200
INV-03244,2026-08-26,credit,Ronith Mahal,Shankar PLC Enterprises,Cotton Fabric,cotton,2,120
INV-03244,2026-08-26,credit,Ronith Mahal,Shankar PLC Enterprises,Polyester Sheet,polyester,16,150
INV-03245,2026-03-05,credit,Samarth Ratta,Sura-Char Stores,Silk Fabric,silk,25,350
INV-03245,2026-03-05,credit,Samarth Ratta,Sura-Char Stores,Cotton Fabric,cotton,11,120
INV-03245,2026-03-05,credit,Samarth Ratta,Sura-Char Stores,Silk Fabric,silk,17,350
INV-03246,2024-07-25,credit,Lakshit Nath,Varma-Kar Mart,Yarn Roll,yarn,4,90
INV-03246,2024-07-25,credit,Lakshit Nath,Varma-Kar Mart,Cotton Fabric,cotton,3,120
INV-03246,2024-07-25,credit,Lakshit Nath,Varma-Kar Mart,Nylon Fabric,nylon,4,180
INV-03247,2026-08-29,cash,Keya Rajagopal,Mitra-Panchal Enterprises,Polyester Sheet,polyester,8,150
INV-03247,2026-08-29,cash,Keya Rajagopal,Mitra-Panchal Enterprises,Yarn Roll,yarn,25,90
INV-03247,2026-08-29,cash,Keya Rajagopal,Mitra-Panchal Enterprises,Polyester Sheet,polyester,25,150
INV-03247,2026-08-29,cash,Keya Rajagopal,Mitra-Panchal Enterprises,Cotton Fabric,cotton,19,120
INV-03248,2024-11-06,credit,Rehaan Chada,"Ramaswamy, Dayal and Mital Stores",Polyester Sheet,polyester,5,150
INV-03248,2024-11-06,credit,Rehaan Chada,"Ramaswamy, Dayal and Mital Stores",Yarn Roll,yarn,25,90
INV-03249,2026-10-21,cash,Forum Dhaliwal,"Mammen, Tailor and Sunder Fabrics",Yarn Roll,yarn,22,90
INV-03249,2026-10-21,cash,Forum Dhaliwal,"Mammen, Tailor and Sunder Fabrics",Yarn Roll,yarn,14,90
INV-03250,2024-03-06,cash,Hitesh Kala,Goel-Dar Traders,Cotton Fabric,cotton,24,120
INV-03250,2024-03-06,cash,Hitesh Kala,Goel-Dar Traders,Wool Fabric,wool,1,200
INV-03250,2024-03-06,cash,Hitesh Kala,Goel-Dar Traders,Silk Fabric,silk,13,350
INV-03250,2024-03-06,cash,Hitesh Kala,Goel-Dar Traders,Yarn Roll,yarn,25,90
INV-03251,2026-06-15,cash,Madhavi Bhargava,Sarin LLC Enterprises,Wool Fabric,wool,25,200
INV-03251,2026-06-15,cash,Madhavi Bhargava,Sarin LLC Enterprises,Polyester Sheet,polyester,4,150
INV-03251,2026-06-15,cash,Madhavi Bhargava,Sarin LLC Enterprises,Polyester Sheet,polyester,8,150
INV-03251,2026-06-15,cash,Madhavi Bhargava,Sarin LLC Enterprises,Wool Fabric,wool,22,200
INV-03252,2026-11-24,cash,Patrick Bala,Karpe Group Distributors,Nylon Fabric,nylon,8,180
INV-03252,2026-11-24,cash,Patrick Bala,Karpe Group Distributors,Yarn Roll,yarn,17,90
INV-03252,2026-11-24,cash,Patrick Bala,Karpe Group Distributors,Cotton Fabric,cotton,19,120
INV-03252,2026-11-24,cash,Patrick Bala,Karpe Group Distributors,Cotton Fabric,cotton,18,120
INV-03253,2025-06-11,credit,Rehaan Chada,"Chander, Chaudhry and Vasa Mart",Cotton Fabric,cotton,17,120
INV-03253,2025-06-11,credit,Rehaan Chada,"Chander, Chaudhry and Vasa Mart",Yarn Roll,yarn,16,90
INV-03253,2025-06-11,credit,Rehaan Chada,"Chander, Chaudhry and Vasa Mart",Silk Fabric,silk,20,350
INV-03254,2024-10-07,cash,Rehaan Chada,"Mistry, Karan and Tailor Enterprises",Silk Fabric,silk,7,350
INV-03254,2024-10-07,cash,Rehaan Chada,"Mistry, Karan and Tailor Enterprises",Wool Fabric,wool,7,200
INV-03255,2024-03-23,credit,Faris Dugar,"Ramaswamy, Dayal and Mital Stores",Yarn Roll,yarn,3,90
INV-03255,2024-03-23,credit,Faris Dugar,"Ramaswamy, Dayal and Mital Stores",Nylon Fabric,nylon,15,180
INV-03255,2024-03-23,credit,Faris Dugar,"Ramaswamy, Dayal and Mital Stores",Wool Fabric,wool,9,200
INV-03255,2024-03-23,credit,Faris Dugar,"Ramaswamy, Dayal and Mital Stores",Cotton Fabric,cotton,25,120
INV-03256,2026-05-15,credit,Keya Rajagopal,Morar Ltd Stores,Nylon Fabric,nylon,3,180
INV-03256,2026-05-15,credit,Keya Rajagopal,Morar Ltd Stores,Polyester Sheet,polyester,10,150
INV-03256,2026-05-15,credit,Keya Rajagopal,Morar Ltd Stores,Nylon Fabric,nylon,25,180
INV-03257,2024-12-20,credit,Hema Talwar,Nagarajan LLC Enterprises,Polyester Sheet,polyester,18,150
INV-03257,2024-12-20,credit,Hema Talwar,Nagarajan LLC Enterprises,Wool Fabric,wool,19,200
INV-03258,2025-03-14,cash,Manya Soni,Sama Group Distributors,Silk Fabric,silk,25,350
INV-03258,2025-03-14,cash,Manya Soni,Sama Group Distributors,Nylon Fabric,nylon,9,180
INV-03259,2024-08-31,credit,Ronith Mahal,Sehgal Ltd Textiles,Yarn Roll,yarn,25,90
INV-03259,2024-08-31,credit,Ronith Mahal,Sehgal Ltd Textiles,Yarn Roll,yarn,21,90
INV-03259,2024-08-31,credit,Ronith Mahal,Sehgal Ltd Textiles,Polyester Sheet,polyester,19,150
INV-03259,2024-08-31,credit,Ronith Mahal,Sehgal Ltd Textiles,Silk Fabric,silk,19,350
INV-03260,2025-09-14,cash,Vasana Bera,"Badal, Parmar and Mittal Distributors",Polyester Sheet,polyester,10,150
INV-03260,2025-09-14,cash,Vasana Bera,"Badal, Parmar and Mittal Distributors",Wool Fabric,wool,15,200
INV-03260,2025-09-14,cash,Vasana Bera,"Badal, Parmar and Mittal Distributors",Nylon Fabric,nylon,15,180
INV-03261,2026-08-27,cash,Lakshit Nath,"Tella, Agarwal and Char Mart",Polyester Sheet,polyester,5,150
INV-03261,2026-08-27,cash,Lakshit Nath,"Tella, Agarwal and Char Mart",Polyester Sheet,polyester,23,150
INV-03262,2024-07-04,credit,Geetika Vig,"Gaba, Choudhary and Sathe Fabrics",Silk Fabric,silk,12,350
INV-03262,2024-07-04,credit,Geetika Vig,"Gaba, Choudhary and Sathe Fabrics",Wool Fabric,wool,17,200
INV-03262,2024-07-04,credit,Geetika Vig,"Gaba, Choudhary and Sathe Fabrics",Cotton Fabric,cotton,4,120
INV-03263,2025-10-14,cash,Keya Rajagopal,Kota-Trivedi Mart,Nylon Fabric,nylon,16,180
INV-03263,2025-10-14,cash,Keya Rajagopal,Kota-Trivedi Mart,Nylon Fabric,nylon,17,180
INV-03263,2025-10-14,cash,Keya Rajagopal,Kota-Trivedi Mart,Yarn Roll,yarn,25,90
INV-03263,2025-10-14,cash,Keya Rajagopal,Kota-Trivedi Mart,Nylon Fabric,nylon,12,180
INV-03264,2025-04-15,credit,Hitesh Kala,Koshy PLC Distributors,Wool Fabric,wool,11,200
INV-03264,2025-04-15,credit,Hitesh Kala,Koshy PLC Distributors,Wool Fabric,wool,22,200
INV-03265,2024-08-07,cash,Patrick Bala,Choudhury-Ahuja Textiles,Yarn Roll,yarn,3,90
INV-03265,2024-08-07,cash,Patrick Bala,Choudhury-Ahuja Textiles,Nylon Fabric,nylon,17,180
INV-03265,2024-08-07,cash,Patrick Bala,Choudhury-Ahuja Textiles,Yarn Roll,yarn,20,90
INV-03266,2026-10-29,credit,Manya Soni,Garg-Hora Textiles,Silk Fabric,silk,7,350
INV-03266,2026-10-29,credit,Manya Soni,Garg-Hora Textiles,Wool Fabric,wool,20,200
INV-03266,2026-10-29,credit,Manya Soni,Garg-Hora Textiles,Polyester Sheet,polyester,2,150
INV-03267,2025-06-20,credit,Raksha Kapadia,Rao Group Enterprises,Yarn Roll,yarn,23,90
INV-03267,2025-06-20,credit,Raksha Kapadia,Rao Group Enterprises,Polyester Sheet,polyester,14,150
INV-03268,2025-07-28,cash,Bakhshi Kala,Sarraf Inc Stores,Yarn Roll,yarn,20,90
INV-03268,2025-07-28,cash,Bakhshi Kala,Sarraf Inc Stores,Cotton Fabric,cotton,8,120
INV-03269,2026-04-16,credit,Faris Dugar,Kala LLC Retailers,Cotton Fabric,cotton,11,120
INV-03269,2026-04-16,credit,Faris Dugar,Kala LLC Retailers,Polyester Sheet,polyester,5,150
INV-03269,2026-04-16,credit,Faris Dugar,Kala LLC Retailers,Silk Fabric,silk,3,350
INV-03270,2026-05-14,cash,Ishaan Krish,Seth and Sons Fabrics,Wool Fabric,wool,18,200
INV-03270,2026-05-14,cash,Ishaan Krish,Seth and Sons Fabrics,Polyester Sheet,polyester,14,150
INV-03270,2026-05-14,cash,Ishaan Krish,Seth and Sons Fabrics,Cotton Fabric,cotton,16,120
INV-03271,2024-10-16,credit,Christopher Sridhar,"Nazareth, Basu and Sandhu Stores",Cotton Fabric,cotton,3,120
INV-03271,2024-10-16,credit,Christopher Sridhar,"Nazareth, Basu and Sandhu Stores",Yarn Roll,yarn,23,90
INV-03271,2024-10-16,credit,Christopher Sridhar,"Nazareth, Basu and Sandhu Stores",Wool Fabric,wool,9,200
INV-03272,2026-11-23,cash,Ethan Das,"Palan, Gola and Kar Enterprises",Nylon Fabric,nylon,16,180
INV-03272,2026-11-23,cash,Ethan Das,"Palan, Gola and Kar Enterprises",Yarn Roll,yarn,3,90
INV-03272,2026-11-23,cash,Ethan Das,"Palan, Gola and Kar Enterprises",Silk Fabric,silk,11,350
INV-03272,2026-11-23,cash,Ethan Das,"Palan, Gola and Kar Enterprises",Cotton Fabric,cotton,14,120
INV-03273,2026-02-11,credit,Bakhshi Kala,"Loyal, Setty and Batta Distributors",Silk Fabric,silk,6,350
INV-03273,2026-02-11,credit,Bakhshi Kala,"Loyal, Setty and Batta Distributors",Polyester Sheet,polyester,17,150
INV-03273,2026-02-11,credit,Bakhshi Kala,"Loyal, Setty and Batta Distributors",Yarn Roll,yarn,25,90
INV-03274,2026-07-22,cash,Gopal Vaidya,Gour Ltd Stores,Cotton Fabric,cotton,13,120
INV-03274,2026-07-22,cash,Gopal Vaidya,Gour Ltd Stores,Wool Fabric,wool,14,200
INV-03274,2026-07-22,cash,Gopal Vaidya,Gour Ltd Stores,Silk Fabric,silk,22,350
INV-03275,2024-04-08,credit,Faras Parmer,"Wali, Chaudhari and Kurian Fabrics",Cotton Fabric,cotton,13,120
INV-03275,2024-04-08,credit,Faras Parmer,"Wali, Chaudhari and Kurian Fabrics",Yarn Roll,yarn,24,90
INV-03276,2025-12-24,cash,Hema Talwar,Chandran-Goyal Traders,Wool Fabric,wool,3,200
